iter	RMSE
124	0.05663365371
125	0.05660137194
126	0.05649157466
127	0.05642748564
128	0.0564160071
129	0.05634639265
130	0.05622669057
131	0.05614315752
132	0.05605219522
133	0.05601356984
134	0.05597744818
135	0.05589560754
136	0.05589526789
137	0.0558428259
138	0.05576015535
139	0.05569803755
140	0.05559727038
141	0.05549807207
142	0.05540169519
143	0.05528725528
144	0.05515534025
145	0.05507253987
146	0.05499038673
147	0.05494569343
148	0.05488351203
149	0.05479280633
150	0.05476608284
151	0.05466152191
152	0.05465592322
153	0.05457450442
154	0.05450331198
155	0.05443006475
156	0.05440086081
157	0.05430606815
158	0.05422374809
159	0.05414605686
160	0.05407293523
161	0.05399996113
162	0.05386931327
163	0.05380237726
164	0.0537300413
165	0.05360386426
166	0.05354829682
167	0.05347901665
168	0.0534362522
169	0.05332959627
170	0.05321981039
171	0.05321454835
172	0.05312505062
173	0.05306344134
174	0.05298454896
175	0.05288476604
176	0.05283268668
177	0.0527890535
178	0.0527331201
179	0.05267903698
180	0.05262292751
181	0.05253014665
182	0.05247654987
183	0.05240485028
184	0.05233892967
185	0.05224295609
186	0.05218730331
187	0.05210237236
188	0.05201873599
189	0.05197846043
190	0.05191134699
191	0.05186282194
192	0.05180915336
193	0.05174175966
194	0.05166287202
195	0.05156744364
196	0.05148535432
197	0.05139870787
198	0.05134219555
199	0.05129158188
200	0.05123453257
201	0.05115048636
202	0.05110970743
203	0.05103575365
204	0.0509560713
205	0.05091622403
206	0.05085636343
207	0.05084355996
208	0.05079095319
209	0.05074069492
210	0.05066529767
211	0.05066503642
212	0.05062895881
213	0.05056857827
214	0.05055758605
215	0.05048207051
216	0.05043656185
217	0.05035423495
218	0.05029952674
219	0.050277022
220	0.05021710598
221	0.05016038072
222	0.05011723735
223	0.05010970272
224	0.05001677688
225	0.05000582825
226	0.04997691178
227	0.04994911248
228	0.04991654806
229	0.04988085158
230	0.0498297754
231	0.04979936304
232	0.0497217122
233	0.04967210656
234	0.04963317495
235	0.04957945819
236	0.04953921496
237	0.04949552907
238	0.04946163485
239	0.04941967892
240	0.04937856999
241	0.04937208937
242	0.04936010488
243	0.04931721824
244	0.04927113742
245	0.04924882719
246	0.04919484196
247	0.04913177
248	0.04908963513
249	0.0490436297
250	0.04897069921
251	0.04893630859
252	0.04889263437
253	0.04885923183
254	0.04884615571
255	0.04880940207
256	0.04878390876
257	0.04872667641
258	0.04867505381
259	0.04862463365
260	0.04858134288
261	0.04853734373
262	0.04849353662
263	0.04845051507
264	0.04842185552
265	0.04837847046
266	0.04835752585
267	0.04830160739
268	0.04828125882
269	0.04823409898
270	0.04819849824
271	0.04817095426
272	0.04815072301
273	0.04814690277
274	0.0481162044
275	0.0480515837
276	0.04800499327
277	0.04794623821
278	0.04790028508
279	0.04785935853
280	0.04782038297
281	0.04778243122
282	0.04775024746
283	0.04769630719
284	0.04765566979
285	0.04757839569
286	0.04753191701
287	0.04748979936
288	0.04744268012
289	0.04741502902
290	0.04739698692
291	0.04738317388
292	0.04735449895
293	0.04732412107
294	0.04727289582
295	0.04723837735
296	0.04718670366
297	0.04715717811
298	0.04712823279
299	0.04711549012
300	0.04708049501
301	0.04706806961
302	0.04705531385
303	0.04701817
304	0.04699676416
305	0.04698881094
306	0.04697105228
307	0.04690910405
308	0.04689517583
309	0.04686897061
310	0.04684950817
311	0.04682904918
312	0.04678201808
313	0.04676995534
314	0.04671880107
315	0.04671158921
316	0.04665865213
317	0.04662370566
318	0.04661601203
319	0.04659938488
320	0.04655604046
321	0.04654269128
322	0.04649540151
323	0.04645942693
324	0.04639542804
325	0.04631245619
326	0.0462862554
327	0.0462494495
328	0.04621760664
329	0.04614095373
330	0.04613510051
331	0.04608567942
332	0.04605041156
333	0.04602364186
334	0.04596989757
335	0.04596470455
336	0.0459429035
337	0.04591211251
338	0.04588561694
339	0.04587212779
340	0.04583436446
341	0.04581705967
342	0.04581066773
343	0.04576277701
344	0.04572738668
345	0.04570990268
346	0.04566995063
347	0.04566503051
348	0.04563610863
349	0.0456280806
350	0.04561408541
351	0.04559145243
352	0.04555609626
353	0.04553522977
354	0.04550365946
355	0.04548430336
356	0.04545491692
357	0.04539970134
358	0.04536738544
359	0.04536335513
360	0.04533689628
361	0.04531645056
362	0.04528453487
363	0.04524340974
364	0.04521245605
365	0.04518644363
366	0.04518146028
367	0.04516582157
368	0.04513397798
369	0.04510520327
370	0.0450779947
371	0.04506298739
372	0.04503280185
373	0.04497703884
374	0.04495932992
375	0.04494577473
376	0.04489197906
377	0.0448833138
378	0.04485405273
379	0.04481007973
380	0.04474608165
381	0.04472735287
382	0.04469855429
383	0.04466225695
384	0.04459911385
385	0.04454858818
386	0.04453094388
387	0.04450640314
388	0.04450291048
389	0.04446148904
390	0.04442403822
391	0.04438587124
392	0.04436947907
393	0.04433842198
394	0.04430252453
395	0.04429974219
396	0.04425511152
397	0.04421201577
398	0.04418747805
399	0.04413654251
400	0.04412778984
401	0.04411609247
402	0.04407616698
403	0.0440621187
404	0.04405171619
405	0.04400906096
406	0.04397511499
407	0.04394153867
408	0.04393231299
409	0.04390983608
410	0.04390553011
411	0.04387121947
412	0.04383093234
413	0.04381273583
414	0.04378347153
415	0.04375845551
416	0.04374175312
417	0.04370092707
418	0.04365183233
419	0.04361617287
420	0.04357471032
421	0.04354424996
422	0.04353350711
423	0.04351421389
424	0.04345457024
425	0.0434355827
426	0.04336187706
427	0.04331138803
428	0.04324534562
429	0.04322889879
430	0.04316944373
431	0.04314307616
432	0.04309607754
433	0.04307541355
434	0.04307232917
435	0.04305522069
436	0.04301238219
437	0.04299202172
438	0.04297549108
439	0.04294060591
440	0.042916545
441	0.04288113958
442	0.04286144714
443	0.04281420089
444	0.04278520967
445	0.04275239014
446	0.04267349379
447	0.04263500451
448	0.04260802846
449	0.04256862125
450	0.04252459047
451	0.04248532196
452	0.04245002783
453	0.04241279719
454	0.04239511253
455	0.04237590151
456	0.04234296816
457	0.04231549515
458	0.04228994652
459	0.04226369841
460	0.04222659015
461	0.04222241378
462	0.04218965016
463	0.04213383212
464	0.04210176061
465	0.04207060393
466	0.04201524353
467	0.04199161094
468	0.04196467848
469	0.04190103829
470	0.04188526572
471	0.04186179847
472	0.04183066561
473	0.0418117123
474	0.0417906866
475	0.04177448276
476	0.04175874993
477	0.04173615345
478	0.04171255521
479	0.04168961024
480	0.04166215849
481	0.04161184517
482	0.04158463458
483	0.04154607893
484	0.04153337425
485	0.04151630858
486	0.0414712912
487	0.04143197173
488	0.04138948713
489	0.04134936541
490	0.04130694498
491	0.04128299404
492	0.04127656806
493	0.04126698071
494	0.04122664048
495	0.04119599639
496	0.04117189155
497	0.04116856852
498	0.04115024683
499	0.04112720365
500	0.04110793595
501	0.04108180577
502	0.04106305186
503	0.04105277485
504	0.04103006022
505	0.04099856569
506	0.04096433017
507	0.04095017072
508	0.04091668798
509	0.04087976682
510	0.0408732389
511	0.04085213648
512	0.04083744275
513	0.040823028
514	0.0407873165
515	0.04076711249
516	0.04072803976
517	0.04067685759
518	0.04067398009
519	0.04063553638
520	0.04061988789
521	0.0405948453
522	0.04058037594
523	0.04057753456
524	0.04055050948
525	0.04051847404
526	0.04045489228
527	0.04043172581
528	0.04040357556
529	0.04036583658
530	0.04033280795
531	0.0402853119
532	0.04028058445
533	0.04023790888
534	0.04020443157
535	0.0401784132
536	0.04014552615
537	0.04010173057
538	0.04007827122
539	0.04006429035
540	0.04002322323
541	0.03999567515
542	0.03993939051
543	0.03990828043
544	0.03989852748
545	0.03988589172
546	0.03986075174
547	0.03981637331
548	0.03980126689
549	0.03977503789
550	0.03973622609
551	0.0397000491
552	0.03966823366
553	0.03960814617
554	0.03958733515
555	0.03957033417
556	0.03952787736
557	0.039501894
558	0.03945933035
559	0.03942303867
560	0.03941030258
561	0.039364508
562	0.03933260844
563	0.03931114619
564	0.03928986228
565	0.03924938801
566	0.03923906454
567	0.03918681819
568	0.03916677805
569	0.03915227124
570	0.03912070528
571	0.03910597433
572	0.03908828143
573	0.03904444938
574	0.03903562004
575	0.03901931617
576	0.03897764863
577	0.03895986664
578	0.03895313574
579	0.03893927493
580	0.03892549803
581	0.03887249175
582	0.03885328643
583	0.03883385214
584	0.03881030478
585	0.03878673549
586	0.03876489002
587	0.0387158629
588	0.03868855744
589	0.03864606241
590	0.03863617009
591	0.03857937856
592	0.03854389237
593	0.03853200035
594	0.03850617792
595	0.03847350774
596	0.03842796843
597	0.03838717057
598	0.03833270089
599	0.03830155951
600	0.03825998102
601	0.0382459774
602	0.03822846995
603	0.03820614155
604	0.03820188219
605	0.0381709173
606	0.03813031719
607	0.03810152797
608	0.03809171535
609	0.03806441946
610	0.03803013587
611	0.0380143951
612	0.03799778338
613	0.0379830451
614	0.03795620399
615	0.03792930931
616	0.03790664014
617	0.03788819996
618	0.03787133989
619	0.03781766214
620	0.03779855059
621	0.03776631415
622	0.03772131534
623	0.03771139586
624	0.03770427899
625	0.03768916501
626	0.03762965368
627	0.03760614306
628	0.03756164595
629	0.03754083982
630	0.03752473014
631	0.03750667605
632	0.03747078916
633	0.0374552106
634	0.03741390921
635	0.03739323514
636	0.03736997104
637	0.03734595523
638	0.0373160574
639	0.03730802548
640	0.03728972348
641	0.03725364302
642	0.03724316637
643	0.03720836206
644	0.03719061805
645	0.03717226014
646	0.03714658528
647	0.0371190311
648	0.03710073245
649	0.03706375896
650	0.03703060435
651	0.03700673556
652	0.03698547433
653	0.03696431342
654	0.03692726279
655	0.03689617888
656	0.0368813882
657	0.03684878955
658	0.03682160187
659	0.0368149006
660	0.03679961608
661	0.03677567373
662	0.03674363828
663	0.03672484959
664	0.03671303239
665	0.03668611704
666	0.0366727654
667	0.03664550291
668	0.03661512348
669	0.03660329673
670	0.03656657428
671	0.03655611686
672	0.03654111254
673	0.03650804489
674	0.03648784221
675	0.03646306712
676	0.03643898691
677	0.03640203117
678	0.03638957395
679	0.03636499539
680	0.0363494208
681	0.03633477597
682	0.03630781161
683	0.03629897831
684	0.03626512505
685	0.03624907251
686	0.03623125455
687	0.03621399022
688	0.03619774111
689	0.03618106323
690	0.03617344504
691	0.03616246224
692	0.03613470138
693	0.03610406043
694	0.03609554484
695	0.03608059953
696	0.0360653832
697	0.03605145815
698	0.03604843961
699	0.03603786317
700	0.03601875199
701	0.03599904766
702	0.03597994896
703	0.03592829036
704	0.03592022632
705	0.03590661858
706	0.03589664455
707	0.03586671532
708	0.03584811824
709	0.03583337401
710	0.03581554345
711	0.03580138781
712	0.03578343799
713	0.03576187076
714	0.03571790012
715	0.03569853891
716	0.0356426046
717	0.03561060968
718	0.03558570887
719	0.03556818562
720	0.03556320567
721	0.03554623714
722	0.03553839463
723	0.03551549719
724	0.03549131137
725	0.03546760214
726	0.03544802333
727	0.03543063651
728	0.03539900168
729	0.03539240243
730	0.0353717107
731	0.03536108757
732	0.03534441517
733	0.03530389625
734	0.03529907411
735	0.03529063277
736	0.03528483972
737	0.03527051261
738	0.03524916664
739	0.03522940035
740	0.03521017184
741	0.03518998467
742	0.03518297511
743	0.03517411742
744	0.03516920057
745	0.03512772361
746	0.0351140621
747	0.03510801519
748	0.03509228546
749	0.03505480426
750	0.03503288442
751	0.03502226391
752	0.03502005484
753	0.03500284227
754	0.03497203359
755	0.03496190983
756	0.03494434098
757	0.034923815
758	0.03491267952
759	0.03489749587
760	0.03488798988
761	0.03484758799
762	0.03483188387
763	0.03480644444
764	0.03479392625
765	0.0347761459
766	0.03477022914
767	0.03476079591
768	0.03474521594
769	0.03473666304
770	0.03472382946
771	0.03469025585
772	0.03468287861
773	0.034671584
774	0.03465671535
775	0.03465145247
776	0.03463148224
777	0.03461898243
778	0.03460225694
779	0.03456791334
780	0.03454088211
781	0.03452516698
782	0.03448514915
783	0.03447004832
784	0.03445836
785	0.03443456985
786	0.03441494586
787	0.03438115127
788	0.03434154631
789	0.03433091451
790	0.03431839122
791	0.03429126539
792	0.0342698689
793	0.03425432785
794	0.03424425966
795	0.03421978705
796	0.0341927589
797	0.03418226297
798	0.03415956274
799	0.0341572138
800	0.03413037581
801	0.03412137918
802	0.03410657717
803	0.03409238958
804	0.03408333981
805	0.03407267011
806	0.03406617852
807	0.03405086614
808	0.03403360974
809	0.03401759523
810	0.03400328248
811	0.03399368624
812	0.03397005033
813	0.03395389076
814	0.03394202605
815	0.03392790377
816	0.03390575089
817	0.03388655632
818	0.03386864199
819	0.03384115723
820	0.03382640134
821	0.03381455547
822	0.03378767612
823	0.03376946213
824	0.03374890805
825	0.03373221574
826	0.03371319715
827	0.03370171
828	0.03368419951
829	0.03367917153
830	0.03366144337
831	0.03365184838
832	0.03363274773
833	0.03362316291
834	0.03359082669
835	0.03357660827
836	0.03355904575
837	0.03354152183
838	0.03352604777
839	0.03351323576
840	0.03349829174
841	0.03346647312
842	0.03345800215
843	0.03343583341
844	0.03341373657
845	0.03339756049
846	0.03337744092
847	0.03336251607
848	0.03333931387
849	0.03333321891
850	0.03332269891
851	0.03331235531
852	0.03330855721
853	0.03328944185
854	0.03325814077
855	0.03323894381
856	0.03322480777
857	0.03321678605
858	0.03317872115
859	0.03315784551
860	0.03313097324
861	0.03311989243
862	0.03309628281
863	0.03306549137
864	0.03305844201
865	0.03304828549
866	0.03303652264
867	0.03303139569
868	0.03301375592
869	0.03297654449
870	0.03296315092
871	0.03294293899
872	0.03293307402
873	0.03291441307
874	0.03289181919
875	0.0328767084
876	0.03286524918
877	0.03285051374
878	0.03283126407
879	0.0328048452
880	0.03277901709
881	0.0327657545
882	0.03275880735
883	0.03275423758
884	0.03274516831
885	0.03273310543
886	0.03272425075
887	0.03270458545
888	0.03268229449
889	0.03266367892
890	0.03263232544
891	0.03262085653
892	0.03261074338
893	0.03259317043
894	0.03257556471
895	0.0325597294
896	0.03253856383
897	0.03252861491
898	0.03249364742
899	0.03248354602
900	0.03244170435
901	0.03241769882
902	0.03241404243
903	0.03238961101
904	0.03237710846
905	0.03235964335
906	0.03234555469
907	0.03232065901
908	0.03229641594
909	0.03227663507
910	0.03226177923
911	0.03224640484
912	0.03223148414
913	0.03220937439
914	0.03220106857
915	0.03216782515
916	0.03213033985
917	0.03211026642
918	0.03209334979
919	0.03204854381
920	0.03203955542
921	0.03200445316
922	0.03199343814
923	0.03196549495
924	0.0319498321
925	0.03192722484
926	0.03191924669
927	0.03189300374
928	0.03186185192
929	0.03184934142
930	0.03183475944
931	0.03180267222
932	0.03178984215
933	0.03176407614
934	0.03175137991
935	0.03174345962
936	0.03172690814
937	0.03170389887
938	0.03167573121
939	0.0316638979
940	0.03163857095
941	0.03161438866
942	0.03159285368
943	0.03157787396
944	0.03156886269
945	0.03153867296
946	0.03150241674
947	0.03147223537
948	0.03146220048
949	0.03144945219
950	0.03144350921
951	0.03142626728
952	0.03141162212
953	0.03139618991
954	0.03137898909
955	0.03133002452
956	0.03131406906
957	0.03129527699
958	0.03126529429
959	0.03124805167
960	0.0312396453
961	0.03122145646
962	0.03120575071
963	0.0311911308
964	0.03118413921
965	0.03116024803
966	0.03114531313
967	0.03113221865
968	0.03109987138
969	0.03107575129
970	0.03105215134
971	0.03101701893
972	0.0310102305
973	0.03099956351
974	0.03097922504
975	0.03096880162
976	0.03094211142
977	0.03093311613
978	0.03091461946
979	0.03089649547
980	0.03088488814
981	0.03087692148
982	0.03086354955
983	0.03083882321
984	0.03083418531
985	0.03082577766
986	0.03081323397
987	0.03079165999
988	0.03076600497
989	0.03075185768
990	0.03073768319
991	0.03071055374
992	0.03070670943
993	0.03070038722
994	0.03068501073
995	0.03067684199
996	0.0306750789
997	0.03065626089
998	0.03061801306
999	0.03060102913
